sex,age,tp_nfMI,tp_nfIS,tp_nfHS,tp_nfdm,tp_fCHD,tp_fCBD,tp_fLC,tp_fCC,tp_fCOPD,tp_fOTH,tp_d_cvd
0,12.7,1.0271352e-06,.000011808089,3.0198557e-06,.000063737818,4.5217013e-07,4.4928535e-07,8.1231769e-07,1.1616703e-08,1.4988593e-07,.00015809886,.0004799224
0,12.8,1.0470259e-06,.000011920185,3.0590727e-06,.000064466723,4.5698184e-07,4.5653803e-07,8.2318616e-07,1.2059134e-08,1.5354317e-07,.00015856954,.00048141554
0,12.9,1.0673015e-06,.000012033345,3.0987985e-06,.000065204047,4.6184471e-07,4.6390772e-07,8.3419991e-07,1.2518411e-08,1.5728961e-07,.00015904162,.00048291415
0,13,1.0879698e-06,.00001214758,3.1390405e-06,.000065949789,4.6675936e-07,4.7139648e-07,8.4536111e-07,1.2995184e-08,1.6112749e-07,.00015951511,.00048441824
0,13.1,1.1090385e-06,.000012262901,3.1798052e-06,.000066704059,4.7172631e-07,4.7900608e-07,8.5667170e-07,1.3490117e-08,1.6505902e-07,.00015999001,.00048592789
0,13.2,1.1305150e-06,.000012379314,3.2210987e-06,.000067466986,4.7674607e-07,4.8673849e-07,8.6813350e-07,1.4003892e-08,1.6908643e-07,.00016046631,.00048744306
0,13.3,1.1524075e-06,.000012496834,3.2629289e-06,.000068238543,4.8181931e-07,4.9459578e-07,8.7974871e-07,1.4537242e-08,1.7321217e-07,.00016094404,.00048896385
0,13.4,1.1747239e-06,.000012615468,3.3053020e-06,.000069019006,4.8694648e-07,5.0257984e-07,8.9151928e-07,1.5090897e-08,1.7743852e-07,.00016142319,.00049049029
0,13.5,1.1974726e-06,.00001273523,3.3482258e-06,.000069808382,4.9212821e-07,5.1069281e-07,9.0344741e-07,1.5665647e-08,1.8176804e-07,.00016190376,.00049202237
0,13.6,1.2206617e-06,.000012856129,3.3917070e-06,.000070606788,4.9736514e-07,5.1893682e-07,9.1553517e-07,1.6262284e-08,1.8620321e-07,.00016238577,.00049356022
0,13.7,1.2442998e-06,.000012978174,3.4357524e-06,.000071414346,5.0265771e-07,5.2731377e-07,9.2778453e-07,1.6881641e-08,1.9074655e-07,.00016286921,.00049510377
0,13.8,1.2683959e-06,.000013101378,3.4803702e-06,.000072231043,5.0800668e-07,5.3582602e-07,9.4019788e-07,1.7524590e-08,1.9540079e-07,.0001633541,.00049665314
0,13.9,1.2929582e-06,.000013225752,3.5255671e-06,.00007305717,5.1341249e-07,5.4447565e-07,9.5277721e-07,1.8192022e-08,2.0016854e-07,.00016384042,.00049820833
0,14,1.3179965e-06,.000013351307,3.5713513e-06,.000073892727,5.1887594e-07,5.5326495e-07,9.6552492e-07,1.8884878e-08,2.0505269e-07,.00016432819,.00049976935
0,14.1,1.3435197e-06,.000013478054,3.6177300e-06,.000074737844,5.2439748e-07,5.6219619e-07,9.7844327e-07,1.9604123e-08,2.1005600e-07,.00016481742,.00050133636
0,14.2,1.3695369e-06,.000013606003,3.6647107e-06,.000075592652,5.2997768e-07,5.7127147e-07,9.9153431e-07,2.0350754e-08,2.1518134e-07,.0001653081,.00050290924
0,14.3,1.3960581e-06,.000013735168,3.7123018e-06,.000076457145,5.3561740e-07,5.8049335e-07,1.0048005e-06,2.1125828e-08,2.2043179e-07,.00016580023,.00050448807
0,14.4,1.4230927e-06,.000013865558,3.7605105e-06,.000077331599,5.4131704e-07,5.8986399e-07,1.0182442e-06,2.1930413e-08,2.2581030e-07,.00016629384,.000506073
0,14.5,1.4506511e-06,.000013997187,3.8093458e-06,.000078216042,5.4707738e-07,5.9938600e-07,1.0318679e-06,2.2765651e-08,2.3132010e-07,.00016678892,.00050766399
0,14.6,1.4787431e-06,.000014130066,3.8588150e-06,.000079110607,5.5289900e-07,6.0906171e-07,1.0456738e-06,2.3632698e-08,2.3696434e-07,.00016728547,.0005092611
0,14.7,1.5073789e-06,.000014264205,3.9089264e-06,.00008001543,5.5878257e-07,6.1889352e-07,1.0596643e-06,2.4532758e-08,2.4274624e-07,.0001677835,.00051086437
0,14.8,1.5365695e-06,.000014399618,3.9596894e-06,.000080930491,5.6472874e-07,6.2888415e-07,1.0738422e-06,2.5467108e-08,2.4866929e-07,.000168283,.00051247381
0,14.9,1.5663250e-06,.000014536316,4.0111104e-06,.000081856109,5.7073817e-07,6.3903599e-07,1.0882096e-06,2.6437032e-08,2.5473679e-07,.000168784,.00051408948
0,15,1.5966571e-06,.000014674312,4.0632003e-06,.000082792307,5.7681160e-07,6.4935176e-07,1.1027694e-06,2.7443907e-08,2.6095239e-07,.00016928649,.00051571144
0,15.1,1.6275766e-06,.000014813619,4.1159660e-06,.000083739214,5.8294967e-07,6.5983409e-07,1.1175240e-06,2.8489129e-08,2.6731968e-07,.00016979048,.00051733979
0,15.2,1.6590944e-06,.000014954247,4.1694170e-06,.000084696978,5.8915299e-07,6.7048546e-07,1.1324759e-06,2.9574148e-08,2.7384223e-07,.00017029597,.0005189745
0,15.3,1.6912230e-06,.000015096211,4.2235624e-06,.000085665575,5.9542236e-07,6.8130896e-07,1.1476279e-06,3.0700502e-08,2.8052403e-07,.00017080296,.00052061561
0,15.4,1.7239735e-06,.000015239521,4.2784104e-06,.000086645356,6.0175842e-07,6.9230703e-07,1.1629825e-06,3.1869742e-08,2.8736878e-07,.00017131146,.00052226323
0,15.5,1.7573584e-06,.000015384194,4.3339714e-06,.000087636319,6.0816194e-07,7.0348273e-07,1.1785427e-06,3.3083527e-08,2.9438061e-07,.00017182148,.00052391738
0,15.6,1.7913899e-06,.00001553024,4.3902537e-06,.000088638619,6.1463362e-07,7.1483885e-07,1.1943110e-06,3.4343540e-08,3.0156355e-07,.00017233301,.0005255781
0,15.7,1.8260801e-06,.000015677671,4.4472663e-06,.000089652422,6.2117408e-07,7.2637818e-07,1.2102903e-06,3.5651524e-08,3.0892164e-07,.00017284606,.00052724546
0,15.8,1.8614422e-06,.000015826503,4.5050201e-06,.000090677691,6.2778423e-07,7.3810395e-07,1.2264835e-06,3.7009340e-08,3.1645939e-07,.00017336065,.00052891945
0,15.9,1.8974890e-06,.000015976746,4.5635234e-06,.000091714792,6.3446464e-07,7.5001884e-07,1.2428932e-06,3.8418857e-08,3.2418095e-07,.00017387676,.0005306002
0,16,1.9342340e-06,.000016128417,4.6227869e-06,.000092763752,6.4121616e-07,7.6212615e-07,1.2595225e-06,3.9882067e-08,3.3209102e-07,.0001743944,.0005322877
0,16.1,1.9716908e-06,.000016281529,4.6828200e-06,.000093824696,6.4803959e-07,7.7442894e-07,1.2763744e-06,4.1401009e-08,3.4019408e-07,.0001749136,.00053398212
0,16.200001,2.0098728e-06,.000016436092,4.7436324e-06,.000094897798,6.5493560e-07,7.8693034e-07,1.2934518e-06,4.2977796e-08,3.4849484e-07,.00017543434,.00053568342
0,16.299999,2.0487935e-06,.000016592121,4.8052339e-06,.000095983058,6.6190489e-07,7.9963331e-07,1.3107572e-06,4.4614605e-08,3.5699802e-07,.00017595662,.00053739158
0,16.4,2.0884686e-06,.000016749635,4.8676361e-06,.000097080847,6.6894847e-07,8.1254154e-07,1.3282946e-06,4.6313787e-08,3.6570879e-07,.00017648046,.00053910678
0,16.5,2.1289120e-06,.000016908642,4.9308487e-06,.000098191165,6.7606697e-07,8.2565822e-07,1.3460666e-06,4.8077684e-08,3.7463215e-07,.00017700587,.00054082915
0,16.6,2.1701387e-06,.00001706916,4.9948826e-06,.00009931418,6.8326125e-07,8.3898658e-07,1.3640764e-06,4.9908760e-08,3.8377320e-07,.00017753284,.00054255856
0,16.700001,2.2121637e-06,.000017231201,5.0597478e-06,.00010045007,6.9053209e-07,8.5253009e-07,1.3823271e-06,5.1809572e-08,3.9313733e-07,.00017806138,.00054429518
0,16.799999,2.2550016e-06,.000017394777,5.1254538e-06,.00010159882,6.9788013e-07,8.6629200e-07,1.4008217e-06,5.3782742e-08,4.0272974e-07,.00017859148,.00054603897
0,16.9,2.2986701e-06,.000017559911,5.1920147e-06,.00010276086,7.0530649e-07,8.8027627e-07,1.4195641e-06,5.5831098e-08,4.1255640e-07,.00017912318,.00054779014
0,17,2.3431842e-06,.000017726612,5.2594401e-06,.00010393614,7.1281193e-07,8.9448633e-07,1.4385572e-06,5.7957468e-08,4.2262283e-07,.00017965645,.00054954865
0,17.1,2.3885602e-06,.000017894894,5.3277408e-06,.00010512486,7.2039722e-07,9.0892581e-07,1.4578045e-06,6.0164822e-08,4.3293488e-07,.0001801913,.00055131462
0,17.200001,2.4348149e-06,.000018064775,5.3969288e-06,.00010632721,7.2806324e-07,9.2359835e-07,1.4773093e-06,6.2456245e-08,4.4349852e-07,.00018072776,.00055308803
0,17.299999,2.4819644e-06,.000018236264,5.4670136e-06,.00010754317,7.3581066e-07,9.3850747e-07,1.4970747e-06,6.4834893e-08,4.5431975e-07,.0001812658,.00055486907
0,17.4,2.5300280e-06,.000018409386,5.5380101e-06,.00010877318,7.4364067e-07,9.5365749e-07,1.5171049e-06,6.7304178e-08,4.6540521e-07,.00018180544,.00055665767
0,17.5,2.5790223e-06,.000018584151,5.6099284e-06,.00011001722,7.5155401e-07,9.6905217e-07,1.5374031e-06,6.9867511e-08,4.7676116e-07,.0001823467,.00055845402
0,17.6,2.6289654e-06,.000018760575,5.6827812e-06,.0001112755,7.5955160e-07,9.8469525e-07,1.5579730e-06,7.2528472e-08,4.8839416e-07,.00018288958,.00056025817
0,17.700001,2.6798757e-06,.000018938672,5.7565794e-06,.00011254821,7.6763422e-07,1.0005909e-06,1.5788179e-06,7.5290771e-08,5.0031105e-07,.00018343407,.00056207011
0,17.799999,2.7317708e-06,.000019118459,5.8313349e-06,.00011383531,7.7580273e-07,1.0167429e-06,1.5999414e-06,7.8158223e-08,5.1251845e-07,.00018398016,.00056388997
0,17.9,2.7846720e-06,.000019299954,5.9070626e-06,.00011513729,7.8405833e-07,1.0331559e-06,1.6213479e-06,8.1134935e-08,5.2502401e-07,.00018452789,.00056571781
